index,isVul,category,filename
264,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_151_(2_False_10_竞态).js
265,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_152_(2_False_1_传递到函数).js
266,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_153_(2_False_2_if语句).js
267,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_154_(2_False_3_switch语句).js
268,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_155_(2_False_4_Map).js
269,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_156_(2_False_5_Array).js
270,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_157_(2_False_6_try_catch_在_try_块中传递污染数据).js
271,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_158_(2_False_7_在_catch_中意外传递污染数据).js
272,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_159_(2_False_8_通过_finally_块传递).js
273,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_15_(3_True_14_async_await).js
274,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_160_(2_False_9_async_await).js
275,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_161_(2_True_10_Array_遍历_forEach_map_reduce).js
276,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_162_(2_True_11_try_catch_在_try_块中传递污染数据).js
277,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_163_(2_True_12_在_catch_中意外传递污染数据).js
278,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_164_(2_True_13_通过_finally_块传递).js
279,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_165_(2_True_14_async_await).js
280,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_166_(2_True_15_竞态).js
281,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_167_(2_True_1_传递到字段上).js
282,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_168_(2_True_2_传递到函数).js
283,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_169_(2_True_3_if语句).js
284,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_16_(3_True_15_竞态).js
285,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_170_(2_True_4_switch语句).js
286,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_171_(2_True_5_Map).js
287,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_172_(2_True_6_Map_遍历_key_value).js
288,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_173_(2_True_7_Map_遍历_key).js
289,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_174_(2_True_8_Array).js
290,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_175_(2_True_9_Array_遍历_index_for_of).js
291,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_17_(3_True_1_传递到字段上).js
292,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_18_(3_True_2_传递到函数).js
293,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_19_(3_True_3_if语句).js
294,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_1_(3_False_10_竞态).js
295,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_20_(3_True_4_switch语句).js
296,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_21_(3_True_5_Map).js
297,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_22_(3_True_6_Map_遍历_key_value).js
298,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_23_(3_True_7_Map_遍历_key).js
299,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_24_(3_True_8_Array).js
300,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_25_(3_True_9_Array_遍历_index_for_of).js
301,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_26_(4_False_10_竞态).js
302,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_27_(4_False_1_传递到函数).js
303,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_28_(4_False_2_if语句).js
304,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_29_(4_False_3_switch语句).js
305,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_2_(3_False_1_传递到函数).js
306,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_30_(4_False_4_Map).js
307,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_31_(4_False_5_Array).js
308,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_32_(4_False_6_try_catch_在_try_块中传递污染数据).js
309,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_33_(4_False_7_在_catch_中意外传递污染数据).js
310,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_34_(4_False_8_通过_finally_块传递).js
311,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_35_(4_False_9_async_await).js
312,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_36_(4_True_10_Array_遍历_forEach_map_reduce).js
313,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_37_(4_True_11_try_catch_在_try_块中传递污染数据).js
314,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_38_(4_True_12_在_catch_中意外传递污染数据).js
315,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_39_(4_True_13_通过_finally_块传递).js
316,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_3_(3_False_2_if语句).js
317,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_40_(4_True_14_async_await).js
318,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_41_(4_True_15_竞态).js
319,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_42_(4_True_1_传递到字段上).js
320,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_43_(4_True_2_传递到函数).js
321,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_44_(4_True_3_if语句).js
322,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_45_(4_True_4_switch语句).js
323,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_46_(4_True_5_Map).js
324,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_47_(4_True_6_Map_遍历_key_value).js
325,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_48_(4_True_7_Map_遍历_key).js
326,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_49_(4_True_8_Array).js
327,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_4_(3_False_3_switch语句).js
328,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_50_(4_True_9_Array_遍历_index_for_of).js
329,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_5_(3_False_4_Map).js
330,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_6_(3_False_5_Array).js
331,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_7_(3_False_6_try_catch_在_try_块中传递污染数据).js
332,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_8_(3_False_7_在_catch_中意外传递污染数据).js
333,False,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcase_9_(3_False_8_通过_finally_块传递).js
334,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcode0.js
335,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcode1.js
336,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcode2.js
337,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcode3.js
338,True,污染注入类,unit\污染注入类\代码注入\动态代码执行\testcode4.js
339,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_176_(0_False_10_竞态).js
340,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_177_(0_False_1_传递到函数).js
341,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_178_(0_False_2_if语句).js
342,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_179_(0_False_3_switch语句).js
343,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_180_(0_False_4_Map).js
344,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_181_(0_False_5_Array).js
345,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_182_(0_False_6_try_catch_在_try_块中传递污染数据).js
346,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_183_(0_False_7_在_catch_中意外传递污染数据).js
347,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_184_(0_False_8_通过_finally_块传递).js
348,False,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_185_(0_False_9_async_await).js
349,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_186_(0_True_10_Array_遍历_forEach_map_reduce).js
350,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_187_(0_True_11_try_catch_在_try_块中传递污染数据).js
351,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_188_(0_True_12_在_catch_中意外传递污染数据).js
352,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_189_(0_True_13_通过_finally_块传递).js
353,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_190_(0_True_14_async_await).js
354,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_191_(0_True_15_竞态).js
355,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_192_(0_True_1_传递到字段上).js
356,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_193_(0_True_2_传递到函数).js
357,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_194_(0_True_3_if语句).js
358,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_195_(0_True_4_switch语句).js
359,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_196_(0_True_5_Map).js
360,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_197_(0_True_6_Map_遍历_key_value).js
361,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_198_(0_True_7_Map_遍历_key).js
362,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_199_(0_True_8_Array).js
363,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcase_200_(0_True_9_Array_遍历_index_for_of).js
364,True,污染注入类,unit\污染注入类\信任边界缺失\信任边界缺失（Trust_Boundary_Violation）\testcode0.js
365,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_201_(0_False_10_竞态).js
366,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_202_(0_False_1_传递到函数).js
367,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_203_(0_False_2_if语句).js
368,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_204_(0_False_3_switch语句).js
369,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_205_(0_False_4_Map).js
370,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_206_(0_False_5_Array).js
371,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_207_(0_False_6_try_catch_在_try_块中传递污染数据).js
372,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_208_(0_False_7_在_catch_中意外传递污染数据).js
373,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_209_(0_False_8_通过_finally_块传递).js
374,False,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_210_(0_False_9_async_await).js
375,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_211_(0_True_10_Array_遍历_forEach_map_reduce).js
376,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_212_(0_True_11_try_catch_在_try_块中传递污染数据).js
377,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_213_(0_True_12_在_catch_中意外传递污染数据).js
378,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_214_(0_True_13_通过_finally_块传递).js
379,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_215_(0_True_14_async_await).js
380,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_216_(0_True_15_竞态).js
381,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_217_(0_True_1_传递到字段上).js
382,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_218_(0_True_2_传递到函数).js
383,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_219_(0_True_3_if语句).js
384,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_220_(0_True_4_switch语句).js
385,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_221_(0_True_5_Map).js
386,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_222_(0_True_6_Map_遍历_key_value).js
387,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_223_(0_True_7_Map_遍历_key).js
388,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_224_(0_True_8_Array).js
389,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcase_225_(0_True_9_Array_遍历_index_for_of).js
390,True,污染注入类,unit\污染注入类\劫持漏洞\JavaScript_劫持漏洞\testcode0.js
391,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_226_(0_False_10_竞态).js
392,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_227_(0_False_1_传递到函数).js
393,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_228_(0_False_2_if语句).js
394,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_229_(0_False_3_switch语句).js
395,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_230_(0_False_4_Map).js
396,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_231_(0_False_5_Array).js
397,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_232_(0_False_6_try_catch_在_try_块中传递污染数据).js
398,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_233_(0_False_7_在_catch_中意外传递污染数据).js
399,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_234_(0_False_8_通过_finally_块传递).js
400,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_235_(0_False_9_async_await).js
401,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_236_(0_True_10_Array_遍历_forEach_map_reduce).js
402,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_237_(0_True_11_try_catch_在_try_块中传递污染数据).js
403,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_238_(0_True_12_在_catch_中意外传递污染数据).js
404,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_239_(0_True_13_通过_finally_块传递).js
405,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_240_(0_True_14_async_await).js
406,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_241_(0_True_15_竞态).js
407,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_242_(0_True_1_传递到字段上).js
408,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_243_(0_True_2_传递到函数).js
409,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_244_(0_True_3_if语句).js
410,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_245_(0_True_4_switch语句).js
411,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_246_(0_True_5_Map).js
412,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_247_(0_True_6_Map_遍历_key_value).js
413,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_248_(0_True_7_Map_遍历_key).js
414,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_249_(0_True_8_Array).js
415,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_250_(0_True_9_Array_遍历_index_for_of).js
416,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_251_(1_False_10_竞态).js
417,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_252_(1_False_1_传递到函数).js
418,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_253_(1_False_2_if语句).js
419,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_254_(1_False_3_switch语句).js
420,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_255_(1_False_4_Map).js
421,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_256_(1_False_5_Array).js
422,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_257_(1_False_6_try_catch_在_try_块中传递污染数据).js
423,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_258_(1_False_7_在_catch_中意外传递污染数据).js
424,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_259_(1_False_8_通过_finally_块传递).js
425,False,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_260_(1_False_9_async_await).js
426,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_261_(1_True_10_Array_遍历_forEach_map_reduce).js
427,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_262_(1_True_11_try_catch_在_try_块中传递污染数据).js
428,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_263_(1_True_12_在_catch_中意外传递污染数据).js
429,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_264_(1_True_13_通过_finally_块传递).js
430,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_265_(1_True_14_async_await).js
431,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_266_(1_True_15_竞态).js
432,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_267_(1_True_1_传递到字段上).js
433,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_268_(1_True_2_传递到函数).js
434,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_269_(1_True_3_if语句).js
435,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_270_(1_True_4_switch语句).js
436,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_271_(1_True_5_Map).js
437,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_272_(1_True_6_Map_遍历_key_value).js
438,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_273_(1_True_7_Map_遍历_key).js
439,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_274_(1_True_8_Array).js
440,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcase_275_(1_True_9_Array_遍历_index_for_of).js
441,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcode0.js
442,True,污染注入类,unit\污染注入类\命令注入\命令注入\testcode1.js
443,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_276_(0_False_10_竞态).js
444,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_277_(0_False_1_传递到函数).js
445,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_278_(0_False_2_if语句).js
446,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_279_(0_False_3_switch语句).js
447,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_280_(0_False_4_Map).js
448,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_281_(0_False_5_Array).js
449,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_282_(0_False_6_try_catch_在_try_块中传递污染数据).js
450,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_283_(0_False_7_在_catch_中意外传递污染数据).js
451,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_284_(0_False_8_通过_finally_块传递).js
452,False,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_285_(0_False_9_async_await).js
453,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_286_(0_True_10_Array_遍历_forEach_map_reduce).js
454,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_287_(0_True_11_try_catch_在_try_块中传递污染数据).js
455,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_288_(0_True_12_在_catch_中意外传递污染数据).js
456,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_289_(0_True_13_通过_finally_块传递).js
457,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_290_(0_True_14_async_await).js
458,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_291_(0_True_15_竞态).js
459,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_292_(0_True_1_传递到字段上).js
460,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_293_(0_True_2_传递到函数).js
461,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_294_(0_True_3_if语句).js
462,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_295_(0_True_4_switch语句).js
463,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_296_(0_True_5_Map).js
464,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_297_(0_True_6_Map_遍历_key_value).js
465,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_298_(0_True_7_Map_遍历_key).js
466,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_299_(0_True_8_Array).js
467,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcase_300_(0_True_9_Array_遍历_index_for_of).js
468,True,污染注入类,unit\污染注入类\头字段操控\Cookie_型头字段操控\testcode0.js
469,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_301_(0_False_10_竞态).js
470,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_302_(0_False_1_传递到函数).js
471,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_303_(0_False_2_if语句).js
472,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_304_(0_False_3_switch语句).js
473,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_305_(0_False_4_Map).js
474,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_306_(0_False_5_Array).js
475,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_307_(0_False_6_try_catch_在_try_块中传递污染数据).js
476,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_308_(0_False_7_在_catch_中意外传递污染数据).js
477,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_309_(0_False_8_通过_finally_块传递).js
478,False,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_310_(0_False_9_async_await).js
479,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_311_(0_True_10_Array_遍历_forEach_map_reduce).js
480,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_312_(0_True_11_try_catch_在_try_块中传递污染数据).js
481,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_313_(0_True_12_在_catch_中意外传递污染数据).js
482,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_314_(0_True_13_通过_finally_块传递).js
483,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_315_(0_True_14_async_await).js
484,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_316_(0_True_15_竞态).js
485,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_317_(0_True_1_传递到字段上).js
486,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_318_(0_True_2_传递到函数).js
487,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_319_(0_True_3_if语句).js
488,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_320_(0_True_4_switch语句).js
489,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_321_(0_True_5_Map).js
490,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_322_(0_True_6_Map_遍历_key_value).js
491,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_323_(0_True_7_Map_遍历_key).js
492,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_324_(0_True_8_Array).js
493,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcase_325_(0_True_9_Array_遍历_index_for_of).js
494,True,污染注入类,unit\污染注入类\头字段操控\头字段操控\testcode0.js
495,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_326_(0_False_10_竞态).js
496,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_327_(0_False_1_传递到函数).js
497,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_328_(0_False_2_if语句).js
498,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_329_(0_False_3_switch语句).js
499,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_330_(0_False_4_Map).js
500,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_331_(0_False_5_Array).js
501,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_332_(0_False_6_try_catch_在_try_块中传递污染数据).js
502,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_333_(0_False_7_在_catch_中意外传递污染数据).js
503,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_334_(0_False_8_通过_finally_块传递).js
504,False,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_335_(0_False_9_async_await).js
505,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_336_(0_True_10_Array_遍历_forEach_map_reduce).js
506,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_337_(0_True_11_try_catch_在_try_块中传递污染数据).js
507,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_338_(0_True_12_在_catch_中意外传递污染数据).js
508,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_339_(0_True_13_通过_finally_块传递).js
509,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_340_(0_True_14_async_await).js
